Concept	LID	WNUM	LName	Sampa	Tokens	CV	Classes	Sonority	Type	Filename
kamen	115354	65	Kuhstedt	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEF68AW1_g
kamen	124917	66	Jürgenshagen	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG56AW1_g
kamen	105112	67	Wangerooge	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEJ75AW1_g
kamen	121905	68	GroßMohrdorf	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG54AW1_g
kamen	98155	69	Offdilln	"kO.m@	ˈk ɔ . m ə 	2	CV.CV	PV.NV	51.31	s.w	WED15AW1_g
kamen	136211	70	Köln	"kO_\.m@n	ˈk ɔ̂ . m ə n 	2	CV.CVC	PV.NVN	51.313	s.w	WEJ44AW1_g
kamen	106912	71	Brelingen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF80AW1_g
kamen	141434	72	Mockern/Altenburg	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG83AW1_g
kamen	97293	73	Hönebach	"kA.m@n	ˈk ɑ . m ə n 	2	CV.CVC	PV.NVN	51.313	s.w	WEG12AW1_g
kamen	127102	74	Atzendorf(Straßfurt)	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG88AW1_g
kamen	142982	75	Cursdorf	"kUm	ˈk ʊ m 	1	CVC	PVN	513	s	WEG79AW1_g
kamen	125647	76	Osterfeld	"gA:m	ˈɡ ɑː m 	1	CVCC	PV:N	513	s	WEH03AW1_g
kamen	122070	77	Verchen	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG62AW1_g
kamen	98052	78	Herbornseelbach	"ko.m@	ˈk o . m ə 	2	CV.CV	PV.NV	51.31	s.w	WEE81AW1_g
kamen	112685	79	Eversen	"kaIm	ˈk aɪ m 	1	CVCC	PVVN	513	s	WEF78AW1_g
kamen	115080	80	Ahrbergen	"ko:@m	ˈk oːə m 	1	CVCC	PVVN	513	s	WEF99AW1_g
kamen	124194	81	Vietmannsdorf	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG74AW1_g
kamen	122935	82	Pretzsch/Wittenberg	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG90AW1_g
kamen	100376	83	Winterspelt	"ku_\.m@n	ˈk û . m ə n 	2	CV.CVC	PV.NVN	51.313	s.w	WEG20AW1_g
kamen	118512	84	Bennin	"k9:m	ˈk œː m 	1	CVCC	PV:N	513	s	WEJ39AW1_g
kamen	111294	85	Jeetzel	"k2:m	ˈk øː m 	1	CVCC	PV:N	513	s	WEF74AW1_g
kamen	142682	86	Großballhausen	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG43AW1_g
kamen	135360	87	Aachen	"kU_\.m@	ˈk ʊ̂ . m ə 	2	CV.CV	PV.NV	51.31	s.w	WEJ47AW1_g
kamen	115632	88	Warpe	"kEIm	ˈk ɛɪ m 	1	CVCC	PVVN	513	s	WEJ68AW1_g
kamen	102505	89	Haddorf	"kam	ˈk a m 	1	CVC	PVN	513	s	WEG06AW1_g
kamen	124534	90	Hagen	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG52AW1_g
kamen	116692	91	Grossenwiehe	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF63AW1_g
kamen	102156	92	Herdecke	"kE:m	ˈk ɛː m 	1	CVCC	PV:N	513	s	WEG09AW1_g
kamen	126983	93	Schönbeck	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEG67AW1_g
kamen	126543	94	Schraden	"gA:m	ˈɡ ɑː m 	1	CVCC	PV:N	513	s	WEH20AW1_g
kamen	94091	95	Rosenthal	"ka.m@	ˈk a . m ə 	2	CV.CV	PV.NV	51.31	s.w	WEF07AW1_g
kamen	999	96	Standard	"ka:.m@n	ˈkaː.mən	2	CVC.CVC	PV:.NVN	51.313	s.w	None
kannst	129216	1	Schömberg	"ka:S	ˈk aː ʃ 	1	CVCC	PV:F	514	s	WEC99AW1_g
kannst	104872	2	Astfeld	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEC62AW1_g
kannst	114116	3	Osterbruch	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF70AW1_g
kannst	109126	4	Holmkjer	"k6s	ˈk ɐ s 	1	CVC	PVF	514	s	WEF64AW1_g
kannst	112685	5	Eversen	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF78AW1_g
kannst	98572	6	Gottsbüren/Hofgeismar	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEF95AW1_g
kannst	118165	7	Falkenthal	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG73AW1_g
kannst	100120	8	Orferode	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEE29AW1_g
kannst	124917	9	Jürgenshagen	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG56AW1_g
kannst	138617	10	Jonsdorf	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WEH17AW1_g
kannst	98052	11	Herbornseelbach	"kOnst	ˈk ɔ n s t 	1	CVCCC	PVNFP	51345	s	WEE83AW1_g
kannst	142544	12	Borstendorf/Erzg	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG82AW1_g
kannst	72112	13	Maibrunn/Straubing	"kAnst	ˈk ɑ n s t 	1	CVCCC	PVNFP	51345	s	WEG28AW1_g
kannst	138212	14	Rosswein	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH18AW1_g
kannst	127102	15	Atzendorf(Straßfurt)	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG88AW1_g
kannst	106912	16	Brelingen	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF80AW1_g
kannst	102355	17	Wüllen	"ka:_~s	ˈk ​​ɑ̃ ː s 	1	CVCC	PV:F	514	s	WEC82AW1_g
kannst	101005	18	Frohnhausen/Battenberg	"kOs	ˈk ɔ s 	1	CVC	PVF	514	s	WEF47AW1_g
kannst	522626	19	Valdorf	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF82AW1_g
kannst	80214	20	Ramsau	"kA:st	ˈk ɑː s t 	1	CVCCC	PV:FP	5145	s	WEG33AW1_g
kannst	118882	21	Grünow	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG76AW1_g
kannst	131639	22	Billingsbach	"ka_~S	ˈk ​​ɑ̃  ʃ 	1	CVC	PVF	514	s	WED02AW1_g
kannst	112022	23	Ebstorf	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF75AW1_g
kannst	103623	24	Herrentrup	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEC79AW1_g
kannst	140999	25	Gornsdorf	"kA:s	ˈk ɑː s 	1	CVCC	PV:F	514	s	WEH70AW1_g
kannst	97056	26	Hermeskeil	"kanS_/	ˈk a n ʃ̌ 	1	CVCC	PVNF	5134	s	WEE66AW1_g
kannst	79153	27	Ulbering	"kAnst	ˈk ɑ n s t 	1	CVCCC	PVNFP	51345	s	WED45AW1_g
kannst	121128	28	NeuSchadow/Lübben	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WEG94AW1_g
kannst	124534	29	Hagen	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG52AW1_g
kannst	105687	30	Osterhagen	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEC69AW1_g
kannst	133354	31	Iggingen	"ka:S	ˈk aː ʃ 	1	CVCC	PV:F	514	s	WED01AW1_g
kannst	97691	32	Mörshausen	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG84AW1_g
kannst	123486	33	Landgrafroda/Querfurt	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG89AW1_g
kannst	120286	34	KleinRossau	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG70AW1_g
kannst	100345	35	Tann	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WED24AW1_g
kannst	117629	36	Hammah	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEF71AW1_g
kannst	100345	37	Tann	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WED21AW1_g
kannst	73053	38	Langenbruck	"kO:St	ˈk ɔː ʃ t 	1	CVCCC	PV:FP	5145	s	WED26AW1_g
kannst	127805	39	Kleinbottwar	"ka:S	ˈk aː ʃ 	1	CVCC	PV:F	514	s	WEG39AW1_g
kannst	93455	40	Klafferstraß	"kAnst	ˈk ɑ n s t 	1	CVCCC	PVNFP	51345	s	WED47AW1_g
kannst	102330	41	Albersloh	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG08AW1_g
kannst	99852	42	Hartenfels	"kans_/	ˈk a n š 	1	CVCC	PVNF	5134	s	WEG13AW1_g
kannst	131625	43	Oberhomberg	"ka:S	ˈk aː ʃ 	1	CVCC	PV:F	514	s	WED40AW1_g
kannst	535541	44	Lippramsdorf	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEC83AW1_g
kannst	132787	45	Endenburg/Lehnacker	"xa:S	ˈx aː ʃ 	1	CVCC	FV:F	414	s	WEC98AW1_g
kannst	124194	46	Vietmannsdorf	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG74AW1_g
kannst	141322	47	Wehrsdorf	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEJ49AW1_g
kannst	103582	48	Brockhausen	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEC78AW1_g
kannst	98997	49	Röhrda	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF98AW1_g
kannst	115080	50	Ahrbergen	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEF99AW1_g
kannst	132113	51	Seelbach	"kanS	ˈk a n ʃ 	1	CVCC	PVNF	5134	s	WEC97AW1_g
kannst	118146	52	Mirow	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG60AW1_g
kannst	126543	53	Schraden	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH20AW1_g
kannst	112823	54	Oiste	"k6ns	ˈk ɐ n s 	1	CVCC	PVNF	5134	s	WEG01AW1_g
kannst	109582	55	Diekhusen-Fahrstedt	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF58AW1_g
kannst	137182	56	Altenberg/Erzg	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH06AW1_g
kannst	137478	57	Rammenau	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WEH23AW1_g
kannst	534207	58	Hohenkörben	"kA:s	ˈk ɑː s 	1	CVCC	PV:F	514	s	WEG05AW1_g
kannst	77989	59	Wildpoldsried	"kA:S	ˈk ɑː ʃ 	1	CVCC	PV:F	514	s	WEG35AW1_g
kannst	98830	60	Niederasphe	"kO:st	ˈk ɔː s t 	1	CVCCC	PV:FP	5145	s	WEF50AW1_g
kannst	137105	61	Ebertshausen	"kA:st	ˈk ɑː s t 	1	CVCCC	PV:FP	5145	s	WEH53AW1_g
kannst	87273	62	Igling	"ka:S	ˈk aː ʃ 	1	CVCC	PV:F	514	s	WED29AW1_g
kannst	96934	63	Einöllen	"kOtSt	ˈk ɔ t͡ʃ t 	1	CVCC	PVAP	51545	s	WEG36AW1_g
kannst	78096	64	Volkershausen	"k6nst	ˈk ɐ n s t 	1	CVCCC	PVNFP	51345	s	WED38AW1_g
kannst	92088	65	Kemmern	"kOs	ˈk ɔ s 	1	CVC	PVF	514	s	WED53AW1_g
kannst	102156	66	Herdecke	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG09AW1_g
kannst	121905	67	GroßMohrdorf	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG54AW1_g
kannst	98815	68	Niedernhausen	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEJ36AW1_g
kannst	112854	69	Ohrdorf	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF76AW1_g
kannst	98155	70	Offdilln	"kas	ˈk a s 	1	CVC	PVF	514	s	WED15AW1_g
kannst	89340	71	Schnepfenbach	"k6st	ˈk ɐ s t 	1	CVCC	PVFP	5145	s	WED37AW1_g
kannst	100376	72	Winterspelt	"kans_/	ˈk a n š 	1	CVCC	PVNF	5134	s	WEG20AW1_g
kannst	94232	73	Dexbach	"ka:st	ˈk aː s t 	1	CVCCC	PV:FP	5145	s	WEF49AW1_g
kannst	93295	74	Binswangen	"kOS	ˈk ɔ ʃ 	1	CVC	PVF	514	s	WED31AW1_g
kannst	122070	75	Verchen	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG62AW1_g
kannst	107244	76	Schwabstedt	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF62AW1_g
kannst	122070	77	Verchen	"ka_~s	ˈk ​​ɑ̃  s 	1	CVC	PVF	514	s	WEG62AW1_g
kannst	136211	78	Köln	"kans_/	ˈk a n š 	1	CVCC	PVNF	5134	s	WEJ44AW1_g
kannst	98885	79	Kruft	"kans_/	ˈk a n š 	1	CVCC	PVNF	5134	s	WEG18AW1_g
kannst	142682	80	Großballhausen	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG43AW1_g
kannst	116468	81	Huddestorf	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG00AW1_g
kannst	125647	82	Osterfeld	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEH03AW1_g
kannst	101858	84	Hesselteich	"gan	ˈɡ a n 	1	CVC	PVN	513	s	WEG07AW1_g
kannst	110821	85	Hohwacht	"k6:ns	ˈk ɐː n s 	1	CVCCC	PV:NF	5134	s	WE847AW1_g
kannst	142179	86	Bockelwitz	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH36AW1_g
kannst	99705	87	Allna	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WED08AW1_g
kannst	126340	88	Benzingerode/Wernigerode	"gants	ˈɡ a n ts 	1	CVCC	PVNA	51354	s	WEG87AW1_g
kannst	81534	89	Weidenbach	"kOnst	ˈk ɔ n s t 	1	CVCCC	PVNFP	51345	s	WED35AW1_g
kannst	88232	90	Altentrüdingen	"k6nSt	ˈk ɐ n ʃ t 	1	CVCCC	PVNFP	51345	s	WED34AW1_g
kannst	117816	91	Gerbstedt	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH64AW1_g
kannst	139171	92	Exdorf	"kOs	ˈk ɔ s 	1	CVC	PVF	514	s	WEH54AW1_g
kannst	97496	93	Bremscheid	"kanS_/	ˈk a n ʃ̌ 	1	CVCC	PVNF	5134	s	WEG15AW1_g
kannst	99867	94	Ungstein	"kOnS	ˈk ɔ n ʃ 	1	CVCC	PVNF	5134	s	WEG38AW1_g
kannst	135360	95	Aachen	"kans_/	ˈk a n š 	1	CVCC	PVNF	5134	s	WEJ47AW1_g
kannst	141434	96	Mockern/Altenburg	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG83AW1_g
kannst	136673	97	Theuma	"kOs	ˈk ɔ s 	1	CVC	PVF	514	s	WEG80AW1_g
kannst	122935	98	Pretzsch/Wittenberg	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG90AW1_g
kannst	142132	99	Großwechsungen/Nordhausen	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG86AW1_g
kannst	119655	100	Altwarp	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG65AW1_g
kannst	105310	101	Herssum	"kEns	ˈk ɛ n s 	1	CVCC	PVNF	5134	s	WEG03AW1_g
kannst	130378	102	Eschelbronn	"kanS	ˈk a n ʃ 	1	CVCC	PVNF	5134	s	WEC94AW1_g
kannst	139458	103	Schellroda	"kAns	ˈk ɑ n s 	1	CVCC	PVNF	5134	s	WEH55AW1_g
kannst	94091	104	Rosenthal	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF07AW1_g
kannst	136865	105	Helmers	"kast	ˈk a s t 	1	CVCC	PVFP	5145	s	WEG50AW1_g
kannst	84354	106	Peterskirchen	"kUnst	ˈk ʊ n s t 	1	CVCCC	PVNFP	51345	s	WEG31AW1_g
kannst	108547	107	WentorfAS	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEF73AW1_g
kannst	80157	108	Obermaiselstein	"ka:S	ˈk aː ʃ 	1	CVCC	PV:F	514	s	WED42AW1_g
kannst	120233	109	KirchKogel	"ka:st	ˈk aː s t 	1	CVCCC	PV:FP	5145	s	WEG41AW1_g
kannst	90559	110	Treffelstein	"k6ns	ˈk ɐ n s 	1	CVCC	PVNF	5134	s	WED51AW1_g
kannst	131034	111	Horheim	"xa:S	ˈx aː ʃ 	1	CVCC	FV:F	414	s	WED39AW1_g
kannst	93399	112	Hermannsreuth	"kO:st	ˈk ɔː s t 	1	CVCCC	PV:FP	5145	s	WEG27AW1_g
kannst	118512	113	Bennin	"ka:st	ˈk aː s t 	1	CVCCC	PV:FP	5145	s	WEJ39AW1_g
kannst	121678	114	Ruhlsdorf/Luckenwalde	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG91AW1_g
kannst	141827	115	Lampertswalde	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH38AW1_g
kannst	126340	116	Benzingerode/Wernigerode	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG87AW1_g
kannst	102505	117	Haddorf	"ka:s	ˈk aː s 	1	CVCC	PV:F	514	s	WEG06AW1_g
kannst	142982	118	Cursdorf	"k6nst	ˈk ɐ n s t 	1	CVCCC	PVNFP	51345	s	WEG79AW1_g
kannst	122070	119	Verchen	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG62AW1_g
kannst	132665	120	Pfaffenrot	"kanS	ˈk a n ʃ 	1	CVCC	PVNF	5134	s	WEC95AW1_g
kannst	96991	121	Bruch	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEE63AW1_g
kannst	72938	122	Hartenstein	"ko_~s	ˈk ​̃​ɔ s 	1	CVC	PVF	514	s	WED52AW1_g
kannst	97293	123	Hönebach	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WEG12AW1_g
kannst	124734	124	Reetz/Belzig	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEH01AW1_g
kannst	108461	125	Wasbüttel	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF77AW1_g
kannst	131478	126	Bempflingen	"kA:S	ˈk ɑː ʃ 	1	CVCC	PV:F	514	s	WED00AW1_g
kannst	71399	127	Pielenhofen	"kOst	ˈk ɔ s t 	1	CVCC	PVFP	5145	s	WED49AW1_g
kannst	106665	128	Wasbek	"kan	ˈk a n 	1	CVC	PVN	513	s	WEJ62AW1_g
kannst	77404	129	Nürnberg	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WEF14AW1_g
kannst	114506	130	Dreeke	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG02AW1_g
kannst	142407	131	Schmannewitz	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH39AW1_g
kannst	134531	132	Odenspiel	"kans_/	ˈk a n š 	1	CVCC	PVNF	5134	s	WEG10AW1_g
kannst	117389	133	Wieda	"kAnst	ˈk ɑ n s t 	1	CVCCC	PVNFP	51345	s	WEC56AW1_g
kannst	142692	134	Engelsbach	"kan	ˈk a n 	1	CVC	PVN	513	s	WEH57AW1_g
kannst	122830	135	Hundisburg	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG78AW1_g
kannst	119269	136	Herzfeld	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG69AW1_g
kannst	125086	137	GroßJamno/Forst	"kOns	ˈk ɔ n s 	1	CVCC	PVNF	5134	s	WEG97AW1_g
kannst	80028	138	Eichenhofen	"k6nst	ˈk ɐ n s t 	1	CVCCC	PVNFP	51345	s	WED50AW1_g
kannst	126983	139	Schönbeck	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEG67AW1_g
kannst	107810	140	Jesteburg	"k6nst	ˈk ɐ n s t 	1	CVCCC	PVNFP	51345	s	WEF72AW1_g
kannst	139652	141	Linz	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEH21AW1_g
kannst	116692	142	Grossenwiehe	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF63AW1_g
kannst	116270	143	Clausthal-Zellerfeld	"kanst	ˈk a n s t 	1	CVCCC	PVNFP	51345	s	WEC48AW1_g
kannst	107178	144	Freden	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF83AW1_g
kannst	115354	145	Kuhstedt	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF68AW1_g
kannst	71626	146	Oberviehbach	"kO:st	ˈk ɔː s t 	1	CVCCC	PV:FP	5145	s	WED46AW1_g
kannst	81382	147	Ottowind	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WED56AW1_g
kannst	111294	148	Jeetzel	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEF74AW1_g
kannst	120820	149	Breddin	"kans	ˈk a n s 	1	CVCC	PVNF	5134	s	WEG72AW1_g
kannst	999	150	Standard	"kanst	ˈkanst	1	CVCCC	PVNFP	51345	s	None
kein	114506	1	Dreeke	"ki:n	ˈk iː n 	1	CVCC	PV:N	513	s	WEG02AW1_g
kein	142692	2	Engelsbach	"kaI	ˈk aɪ 	1	CVC	PVV	51	s	WEH57AW1_g
kein	71626	3	Oberviehbach	"ko6	ˈk oɐ 	1	CVC	PVV	51	s	WED46AW1_g
kein	93295	4	Binswangen	"kOI	ˈk ɔɪ 	1	CVC	PVV	51	s	WED31AW1_g
kein	94091	5	Rosenthal	"ke:	ˈk eː 	1	CVC	PV:	51	s	WEF07AW1_g
kein	99705	6	Allna	"ke:	ˈk eː 	1	CVC	PV:	51	s	WED08AW1_g
kein	98815	7	Niedernhausen	"ka_~:	ˈk ​​ɑ̃ ː 	1	CVC	PV:	51	s	WEJ36AW1_g
kein	124734	8	Reetz/Belzig	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEH01AW1_g
kein	102330	9	Albersloh	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEG08AW1_g
kein	106912	10	Brelingen	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEF80AW1_g
kein	119269	11	Herzfeld	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEG69AW1_g
kein	127805	12	Kleinbottwar	"kOI	ˈk ɔɪ 	1	CVC	PVV	51	s	WEG39AW1_g
kein	136673	13	Theuma	"ka:	ˈk aː 	1	CVC	PV:	51	s	WEG80AW1_g
kein	81382	14	Ottowind	"ke:	ˈk eː 	1	CVC	PV:	51	s	WED56AW1_g
kein	77404	15	Nürnberg	"k@	ˈk ə 	1	CV	PV	51	s	WEF14AW1_g
kein	98572	16	Gottsbüren/Hofgeismar	"ka:n	ˈk aː n 	1	CVCC	PV:N	513	s	WEF95AW1_g
kein	103623	17	Herrentrup	"k@	ˈk ə 	1	CV	PV	51	s	WEC79AW1_g
kein	103353	18	Wemb	"kE:	ˈk ɛː 	1	CVC	PV:	51	s	WEC85AW1_g
kein	121128	19	NeuSchadow/Lübben	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEG94AW1_g
kein	117629	20	Hammah	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEF71AW1_g
kein	97496	21	Bremscheid	"ka:n_/	ˈk aː ň 	1	CVCC	PV:N	513	s	WEG15AW1_g
kein	142179	22	Bockelwitz	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEH36AW1_g
kein	138212	23	Rosswein	"ke:	ˈk eː 	1	CVC	PV:	51	s	WEH18AW1_g
kein	98052	24	Herbornseelbach	"kO:	ˈk ɔː 	1	CVC	PV:	51	s	WEE83AW1_g
kein	132787	25	Endenburg/Lehnacker	"kxaI	ˈkx aɪ 	1	CVC	AVV	541	s	WEC98AW1_g
kein	126543	26	Schraden	"ke:	ˈk eː 	1	CVC	PV:	51	s	WEH20AW1_g
kein	534378	27	Reelkirchen	"ka:n	ˈk aː n 	1	CVCC	PV:N	513	s	WEC80AW1_g
kein	87273	28	Igling	"kOI	ˈk ɔɪ 	1	CVC	PVV	51	s	WED29AW1_g
kein	122070	29	Verchen	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEG62AW1_g
kein	131478	30	Bempflingen	"kOI	ˈk ɔɪ 	1	CVC	PVV	51	s	WED00AW1_g
kein	80214	31	Ramsau	"ko6_~	ˈk oɐ̃  	1	CVC	PVV	51	s	WEG33AW1_g
kein	112022	32	Ebstorf	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEF75AW1_g
kein	102156	33	Herdecke	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEG09AW1_g
kein	118165	34	Falkenthal	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEG73AW1_g
kein	104872	35	Astfeld	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEC62AW1_g
kein	137478	36	Rammenau	"ke:	ˈk eː 	1	CVC	PV:	51	s	WEH23AW1_g
kein	122830	37	Hundisburg	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEG78AW1_g
kein	131639	38	Billingsbach	"k@	ˈk ə 	1	CV	PV	51	s	WED02AW1_g
kein	117389	39	Wieda	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEC56AW1_g
kein	96934	40	Einöllen	"ka:	ˈk aː 	1	CVC	PV:	51	s	WEG36AW1_g
kein	115080	41	Ahrbergen	"ka:n	ˈk aː n 	1	CVCC	PV:N	513	s	WEF99AW1_g
kein	127102	42	Atzendorf(Straßfurt)	"ka:n	ˈk aː n 	1	CVCC	PV:N	513	s	WEG88AW1_g
kein	71399	43	Pielenhofen	"kO6	ˈk ɔɐ 	1	CVC	PVV	51	s	WED49AW1_g
kein	100345	44	Tann	"kaI	ˈk aɪ 	1	CVC	PVV	51	s	WED21AW1_g
kein	119195	45	Wolgast	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WE953AW1_g
kein	114116	46	Osterbruch	"keIn	ˈk eɪ n 	1	CVCC	PVVN	513	s	WEF70AW1_g
kein	112685	47	Eversen	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEF78AW1_g
kein	108547	48	WentorfAS	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEF73AW1_g
kein	72112	49	Maibrunn/Straubing	"ko6_~	ˈk oɐ̃  	1	CVC	PVV	51	s	WEG28AW1_g
kein	89340	50	Schnepfenbach	"k@	ˈk ə 	1	CV	PV	51	s	WED37AW1_g
kein	96254	51	Lohrhaupten	"ka:	ˈk aː 	1	CVC	PV:	51	s	WEE92AW1_g
kein	93455	52	Klafferstraß	"ko6	ˈk oɐ 	1	CVC	PVV	51	s	WED47AW1_g
kein	136417	53	Iversheim	"ke:_/	ˈk eː̌ 	1	CVC	PV:	51	s	WEC88AW1_g
kein	87629	54	Zellingen	"ke:	ˈk eː 	1	CVC	PV:	51	s	WED03AW1_g
kein	129216	55	Schömberg	"kO:	ˈk ɔː 	1	CVC	PV:	51	s	WEC99AW1_g
kein	104396	56	EngterHuxelort	"kaIn	ˈk aɪ n 	1	CVCC	PVVN	513	s	WEC81AW1_g
kein	112854	57	Ohrdorf	"ke:n	ˈk eː n 	1	CVCC	PV:N	513	s	WEF76AW1_g
