Concept	LID	WNUM	LName	Sampa	Tokens	CV	Classes	Sonority	Type	Filename
Stückchen	84354	21	Peterskirchen	"StI.k@l	ˈʃ t ɪ . k ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEG31AW1_g
Stückchen	142132	22	Großwechsungen/Nordhausen	"StIk.C@n	ˈʃ t ɪ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEG86AW1_g
Stückchen	142179	23	Bockelwitz	"StYk.C@n	ˈʃ t ʏ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEH36AW1_g
Stückchen	123486	24	Landgrafroda/Querfurt	"StIk.C@n	ˈʃ t ɪ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEG89AW1_g
Stückchen	87629	25	Zellingen	"StYk.l@	ˈʃ t ʏ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED03AW1_g
Stückchen	131478	26	Bempflingen	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED00AW1_g
Stückchen	103623	27	Herrentrup	"StY.g@	ˈʃ t ʏ . ɡ ə 	2	CCV.CV	FPV.PV	451.51	s.w	WEC79AW1_g
Stückchen	132665	28	Pfaffenrot	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WEC95AW1_g
Stückchen	136865	29	Helmers	"St2k.C@	ˈʃ t ø k . ç ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEG50AW1_g
Stückchen	129216	30	Schömberg	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WEC99AW1_g
Stückchen	101119	31	Adorf	"StY.k@n	ˈʃ t ʏ . k ə n 	2	CCV.CVC	FPV.PVN	451.513	s.w	WEC77AW1_g
Stückchen	94232	32	Dexbach	"StEk.C@	ˈʃ t ɛ k . ç ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEF49AW1_g
Stückchen	126543	33	Schraden	"StIk.C@n	ˈʃ t ɪ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEH20AW1_g
Stückchen	130378	34	Eschelbronn	"StI.g@l	ˈʃ t ɪ . ɡ ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEC94AW1_g
Stückchen	100418	35	Wittelsberg	"StE.kl.C@	ˈʃ t ɛ . k l . ç ə 	3	CCV.CV.CV	FPV.PL.FV	451.52.41	s.w.w	WEF57AW1_g
Stückchen	97362	36	Ensheim	"Sti:k.C@	ˈʃ t iː k . ç ə 	2	CCVCC.CV	FPV:P.FV	4515.41	s.w	WED05AW1_g
Stückchen	76974	37	Schauenstein	"StIk.lE	ˈʃ t ɪ k . l ɛ 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED55AW1_g
Stückchen	98155	38	Offdilln	"StE.kl.C@	ˈʃ t ɛ . k l . ç ə 	3	CCV.CV.CV	FPV.PL.FV	451.52.41	s.w.w	WED15AW1_g
Stückchen	98997	39	Röhrda	"StIk.C@n	ˈʃ t ɪ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEF98AW1_g
Stückchen	138212	40	Rosswein	"StIk.s\@	ˈʃ t ɪ k . ɕ ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEH18AW1_g
Stückchen	116270	41	Clausthal-Zellerfeld	"StI.k@	ˈʃ t ɪ . k ə 	2	CCV.CV	FPV.PV	451.51	s.w	WEC48AW1_g
Stückchen	77989	42	Wildpoldsried	"StIk.l6	ˈʃ t ɪ k . l ɐ 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WEG35AW1_g
Stückchen	94066	43	Oberwürzbach	"StI.g@l.C@	ˈʃ t ɪ . ɡ ə l . ç ə 	3	CCV.CVC.CV	FPV.PVL.FV	451.512.41	s.w.w	WEC92AW1_g
Stückchen	141322	44	Wehrsdorf	"StI.g@l	ˈʃ t ɪ . ɡ ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEJ49AW1_g
Stückchen	80157	45	Obermaiselstein	"StIkx.l@	ˈʃ t ɪ kx . l ə 	2	CCVC.CV	FPVA.LV	45154.21	s.w	WED42AW1_g
Stückchen	94235	46	Lohra	"StEk.C@	ˈʃ t ɛ k . ç ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEJ03AW1_g
Stückchen	137478	47	Rammenau	"StI.g@l	ˈʃ t ɪ . ɡ ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEH23AW1_g
Stückchen	131034	48	Horheim	"StYkx.l@	ˈʃ t ʏ kx . l ə 	2	CCVC.CV	FPVA.LV	45154.21	s.w	WED39AW1_g
Stückchen	96433	49	Siebenbach	"StYk.S@	ˈʃ t ʏ k . ʃ ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEC89AW1_g
Stückchen	79153	50	Ulbering	"StI.Cn	ˈʃ t ɪ . ç n 	2	CCV.CV	FPV.FN	451.43	s.w	WED45AW1_g
Stückchen	136417	51	Iversheim	"StYk.S@	ˈʃ t ʏ k . ʃ ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEC88AW1_g
Stückchen	87273	52	Igling	"StIkx.lE	ˈʃ t ɪ kx . l ɛ 	2	CCVC.CV	FPVA.LV	45154.21	s.w	WED29AW1_g
Stückchen	132113	53	Seelbach	"SdIk.li	ˈʃ d ɪ k . l i 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WEC97AW1_g
Stückchen	72938	54	Hartenstein	"StI.g@l	ˈʃ t ɪ . ɡ ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WED52AW1_g
Stückchen	137182	55	Altenberg/Erzg	"StI.g@l	ˈʃ t ɪ . ɡ ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEH06AW1_g
Stückchen	142544	56	Borstendorf/Erzg	"StI.g@l	ˈʃ t ɪ . ɡ ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEG82AW1_g
Stückchen	535541	57	Lippramsdorf	"StYk.C@n	ˈʃ t ʏ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEC83AW1_g
Stückchen	125647	58	Osterfeld	"StYk.C@n	ˈʃ t ʏ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEH03AW1_g
Stückchen	100120	59	Orferode	"StIk.CN	ˈʃ t ɪ k . ç ŋ 	2	CCVC.CV	FPVP.FN	4515.43	s.w	WEE29AW1_g
Stückchen	81382	60	Ottowind	"StYk.l6	ˈʃ t ʏ k . l ɐ 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED56AW1_g
Stückchen	534207	61	Hohenkörben	"StY.kI	ˈʃ t ʏ . k ɪ 	2	CCV.CV	FPV.PV	451.51	s.w	WEG05AW1_g
Stückchen	72112	62	Maibrunn/Straubing	"StI.k@l	ˈʃ t ɪ . k ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEG28AW1_g
Stückchen	90559	63	Treffelstein	"StI.kN	ˈʃ t ɪ . k ŋ 	2	CCV.CV	FPV.PN	451.53	s.w	WED51AW1_g
Stückchen	134449	64	Leuth	"St2ks.k@	ˈʃ t ø ks . k ə 	2	CCVC.CV	FPVA.PV	45154.51	s.w	WEC86AW1_g
Stückchen	100553	65	Eisenbach	"StYk.S@	ˈʃ t ʏ k . ʃ ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEE59AW1_g
Stückchen	93295	66	Binswangen	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED31AW1_g
Stückchen	73053	67	Langenbruck	"Ste:.kl	ˈʃ t eː . k l 	2	CCVC.CV	FPV:.PL	451.52	s.w	WED26AW1_g
Stückchen	131639	68	Billingsbach	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED02AW1_g
Stückchen	102355	69	Wüllen	"stYk.S@n	ˈs t ʏ k . ʃ ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEC82AW1_g
Stückchen	88232	70	Altentrüdingen	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED34AW1_g
Stückchen	105687	71	Osterhagen	"Sty:k.C@n	ˈʃ t yː k . ç ə n 	2	CCVCC.CVC	FPV:P.FVN	4515.413	s.w	WEC69AW1_g
Stückchen	93455	72	Klafferstraß	"StI.k@l	ˈʃ t ɪ . k ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WED47AW1_g
Stückchen	137105	73	Ebertshausen	"StY.gl	ˈʃ t ʏ . ɡ l 	2	CCV.CV	FPV.PL	451.52	s.w	WEH53AW1_g
Stückchen	93399	74	Hermannsreuth	"StI.k@l	ˈʃ t ɪ . k ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WEG27AW1_g
Stückchen	80028	75	Eichenhofen	"StI.k@l	ˈʃ t ɪ . k ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WED50AW1_g
Stückchen	127805	76	Kleinbottwar	"StYk.l@	ˈʃ t ʏ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WEG39AW1_g
Stückchen	71182	77	Schachach	"StI.k@l	ˈʃ t ɪ . k ə l 	2	CCV.CVC	FPV.PVL	451.512	s.w	WED27AW1_g
Stückchen	71626	78	Oberviehbach	"StI.k@	ˈʃ t ɪ . k ə 	2	CCV.CV	FPV.PV	451.51	s.w	WED46AW1_g
Stückchen	131625	79	Oberhomberg	"StIkx.l@	ˈʃ t ɪ kx . l ə 	2	CCVC.CV	FPVA.LV	45154.21	s.w	WED40AW1_g
Stückchen	81534	80	Weidenbach	"Sti:C.k@n	ˈʃ t iː ç . k ə n 	2	CCVCC.CVC	FPV:F.PVN	4514.513	s.w	WED35AW1_g
Stückchen	115080	81	Ahrbergen	"stY.k@	ˈs t ʏ . k ə 	2	CCV.CV	FPV.PV	451.51	s.w	WEF99AW1_g
Stückchen	132787	82	Endenburg/Lehnacker	"StYk.lI	ˈʃ t ʏ k . l ɪ 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WEC98AW1_g
Stückchen	100376	83	Winterspelt	"StIk.s\@n	ˈʃ t ɪ k . ɕ ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEG20AW1_g
Stückchen	98830	84	Niederasphe	"StYk.C@	ˈʃ t ʏ k . ç ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEF50AW1_g
Stückchen	101005	85	Frohnhausen/Battenberg	"StIk.C@	ˈʃ t ɪ k . ç ə 	2	CCVC.CV	FPVP.FV	4515.41	s.w	WEF47AW1_g
Stückchen	142982	86	Cursdorf	"StIk.Sn	ˈʃ t ɪ k . ʃ n 	2	CCVC.CV	FPVP.FN	4515.43	s.w	WEG79AW1_g
Stückchen	139458	87	Schellroda	"Ste:k.Cn	ˈʃ t eː k . ç n 	2	CCVCC.CV	FPV:P.FN	4515.43	s.w	WEH55AW1_g
Stückchen	95188	88	Büdesheim	"StE.kl.C@	ˈʃ t ɛ . k l . ç ə 	3	CCV.CV.CV	FPV.PL.FV	451.52.41	s.w.w	WED07AW1_g
Stückchen	99705	89	Allna	"StE.kl.C@	ˈʃ t ɛ . k l . ç ə 	3	CCV.CV.CV	FPV.PL.FV	451.52.41	s.w.w	WED08AW1_g
Stückchen	134531	90	Odenspiel	"StYk.C@n	ˈʃ t ʏ k . ç ə n 	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	WEG10AW1_g
Stückchen	133243	91	Burgrieden	"StIk.l@	ˈʃ t ɪ k . l ə 	2	CCVC.CV	FPVP.LV	4515.21	s.w	WED41AW1_g
Stückchen	136673	92	Theuma	"StI.g@	ˈʃ t ɪ . ɡ ə 	2	CCV.CV	FPV.PV	451.51	s.w	WEG80AW1_g
Stückchen	999	93	Standard	"StYk.C@n	ˈʃtʏk.çən	2	CCVC.CVC	FPVP.FVN	4515.413	s.w	None
tat	138617	1	Jonsdorf	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEH17AW1_g
tat	124734	2	Reetz/Belzig	"da:t	ˈd aː t 	1	CVCC	PV:P	515	s	WEH01AW1_g
tat	120820	3	Breddin	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG72AW1_g
tat	134531	4	Odenspiel	"dE:_\	ˈd ɛː̂ 	1	CVC	PV:	51	s	WEG10AW1_g
tat	115080	5	Ahrbergen	"di:@	ˈd iːə 	1	CVC	PVV	51	s	WEF99AW1_g
tat	118512	6	Bennin	"de:	ˈd eː 	1	CVC	PV:	51	s	WEJ39AW1_g
tat	118146	7	Mirow	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG60AW1_g
tat	117816	8	Gerbstedt	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEH64AW1_g
tat	116468	9	Huddestorf	"dy@	ˈd yə 	1	CVC	PVV	51	s	WEG00AW1_g
tat	137478	10	Rammenau	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEH23AW1_g
tat	112685	11	Eversen	"de:	ˈd eː 	1	CVC	PV:	51	s	WEF78AW1_g
tat	117389	12	Wieda	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEC56AW1_g
tat	97496	13	Bremscheid	"de:_\	ˈd eː̂ 	1	CVC	PV:	51	s	WEG15AW1_g
tat	105687	14	Osterhagen	"di:@	ˈd iːə 	1	CVC	PVV	51	s	WEC69AW1_g
tat	98155	15	Offdilln	"dE:	ˈd ɛː 	1	CVC	PV:	51	s	WED15AW1_g
tat	121128	16	NeuSchadow/Lübben	"tA:t	ˈt ɑː t 	1	CVCC	PV:P	515	s	WEG94AW1_g
tat	115354	17	Kuhstedt	"dYN	ˈd ʏ ŋ 	1	CVC	PVN	513	s	WEF68AW1_g
tat	100376	18	Winterspelt	"du_\.d@	ˈd û . d ə 	2	CV.CV	PV.PV	51.51	s.w	WEG20AW1_g
tat	124534	19	Hagen	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG52AW1_g
tat	122070	20	Verchen	"daIt	ˈd aɪ t 	1	CVCC	PVVP	515	s	WEG62AW1_g
tat	108547	21	WentorfAS	"de:	ˈd eː 	1	CVC	PV:	51	s	WEF73AW1_g
tat	112022	22	Ebstorf	"dE:	ˈd ɛː 	1	CVC	PV:	51	s	WEF75AW1_g
tat	124194	23	Vietmannsdorf	"de:6	ˈd eːɐ 	1	CVC	PVV	51	s	WEG74AW1_g
tat	121678	24	Ruhlsdorf/Luckenwalde	"tA:t	ˈt ɑː t 	1	CVCC	PV:P	515	s	WEG91AW1_g
tat	139458	25	Schellroda	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEH55AW1_g
tat	135360	26	Aachen	"dUN_\	ˈd ʊ ŋ̂ 	1	CVC	PVN	513	s	WEJ47AW1_g
tat	142682	27	Großballhausen	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEG43AW1_g
tat	142132	28	Großwechsungen/Nordhausen	"dUt	ˈd ʊ t 	1	CVC	PVP	515	s	WEG86AW1_g
tat	97293	29	Hönebach	"dOt	ˈd ɔ t 	1	CVC	PVP	515	s	WEG12AW1_g
tat	101858	30	Hesselteich	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG07AW1_g
tat	97691	31	Mörshausen	"to:t	ˈt oː t 	1	CVCC	PV:P	515	s	WEG84AW1_g
tat	105310	32	Herssum	"d2:	ˈd øː 	1	CVC	PV:	51	s	WEG03AW1_g
tat	119195	33	Wolgast	"de:	ˈd eː 	1	CVC	PV:	51	s	WE953AW1_g
tat	140999	34	Gornsdorf	"dU:t	ˈd ʊː t 	1	CVCC	PV:P	515	s	WEH70AW1_g
tat	101005	35	Frohnhausen/Battenberg	"tat	ˈt a t 	1	CVC	PVP	515	s	WEF47AW1_g
tat	102156	36	Herdecke	"dO:x	ˈd ɔː x 	1	CVCC	PV:F	514	s	WEG09AW1_g
tat	119269	37	Herzfeld	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG69AW1_g
tat	116270	38	Clausthal-Zellerfeld	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEC48AW1_g
tat	142692	39	Engelsbach	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEH57AW1_g
tat	105112	40	Wangerooge	"de:I	ˈd eːɪ 	1	CVC	PVV	51	s	WEJ75AW1_g
tat	120233	41	KirchKogel	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG41AW1_g
tat	142179	42	Bockelwitz	"ta:t	ˈt aː t 	1	CVCC	PV:P	515	s	WEH36AW1_g
tat	138212	43	Rosswein	"ta:t	ˈt aː t 	1	CVCC	PV:P	515	s	WEH18AW1_g
tat	110034	44	Theuma	"d9:	ˈd œː 	1	CVC	PV:	51	s	WEJ69AW1_g
tat	100345	45	Tann	"do:t	ˈd oː t 	1	CVCC	PV:P	515	s	WED21AW1_g
tat	117629	46	Hammah	"dE:	ˈd ɛː 	1	CVC	PV:	51	s	WEF71AW1_g
tat	119655	47	Altwarp	"de:6	ˈd eːɐ 	1	CVC	PVV	51	s	WEG65AW1_g
tat	99867	48	Ungstein	"tA:t	ˈt ɑː t 	1	CVCC	PV:P	515	s	WEG38AW1_g
tat	534207	49	Hohenkörben	"d9:	ˈd œː 	1	CVC	PV:	51	s	WEG05AW1_g
tat	94091	50	Rosenthal	"dat	ˈd a t 	1	CVC	PVP	515	s	WEF07AW1_g
tat	110375	51	Barßel	"de:	ˈd eː 	1	CVC	PV:	51	s	WEJ67AW1_g
tat	142407	52	Schmannewitz	"ta:t	ˈt aː t 	1	CVCC	PV:P	515	s	WEH39AW1_g
tat	126543	53	Schraden	"da:t	ˈd aː t 	1	CVCC	PV:P	515	s	WEH20AW1_g
tat	123486	54	Landgrafroda/Querfurt	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEG89AW1_g
tat	107810	55	Jesteburg	"d2:n	ˈd øː n 	1	CVCC	PV:N	513	s	WEF72AW1_g
tat	104872	56	Astfeld	"di@	ˈd iə 	1	CVC	PVV	51	s	WEC62AW1_g
tat	141322	57	Wehrsdorf	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEJ49AW1_g
tat	115632	58	Warpe	"dOI	ˈd ɔɪ 	1	CVC	PVV	51	s	WEJ68AW1_g
tat	139652	59	Linz	"ta:t	ˈt aː t 	1	CVCC	PV:P	515	s	WEH21AW1_g
tat	127102	60	Atzendorf(Straßfurt)	"da:t	ˈd aː t 	1	CVCC	PV:P	515	s	WEG88AW1_g
tat	136673	61	Theuma	"dY.d@	ˈd ʏ . d ə 	2	CV.CV	PV.PV	51.51	s.w	WEG80AW1_g
tat	125086	62	GroßJamno/Forst	"tA:t	ˈt ɑː t 	1	CVCC	PV:P	515	s	WEG97AW1_g
tat	102505	63	Haddorf	"daI	ˈd aɪ 	1	CVC	PVV	51	s	WEG06AW1_g
tat	137105	64	Ebertshausen	"d6:t	ˈd ɐː t 	1	CVCC	PV:P	515	s	WEH53AW1_g
tat	522626	65	Valdorf	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEF82AW1_g
tat	102330	66	Albersloh	"da:t	ˈd aː t 	1	CVCC	PV:P	515	s	WEG08AW1_g
tat	142544	67	Borstendorf/Erzg	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEG82AW1_g
tat	99852	68	Hartenfels	"dOt_\	ˈd ɔ t̂ 	1	CVC	PVP	515	s	WEG13AW1_g
tat	107244	69	Schwabstedt	"deI	ˈd eɪ 	1	CVC	PVV	51	s	WEF62AW1_g
tat	137182	70	Altenberg/Erzg	"tA:t	ˈt ɑː t 	1	CVCC	PV:P	515	s	WEH06AW1_g
tat	106912	71	Brelingen	"d2:	ˈd øː 	1	CVC	PV:	51	s	WEF80AW1_g
tat	124917	72	Jürgenshagen	"dEI	ˈd ɛɪ 	1	CVC	PVV	51	s	WEG56AW1_g
tat	141827	73	Lampertswalde	"ta:t	ˈt aː t 	1	CVCC	PV:P	515	s	WEH38AW1_g
tat	98572	74	Gottsbüren/Hofgeismar	"daIt	ˈd aɪ t 	1	CVCC	PVVP	515	s	WEF95AW1_g
tat	126983	75	Schönbeck	"deI	ˈd eɪ 	1	CVC	PVV	51	s	WEG67AW1_g
tat	109582	76	Diekhusen-Fahrstedt	"de:	ˈd eː 	1	CVC	PV:	51	s	WEF58AW1_g
tat	100418	77	Wittelsberg	"dE6t	ˈd ɛɐ t 	1	CVCC	PVVP	515	s	WEF57AW1_g
tat	106665	78	Wasbek	"du:m	ˈd uː m 	1	CVCC	PV:N	513	s	WEJ62AW1_g
tat	107979	79	Bardenfleth	"deI	ˈd eɪ 	1	CVC	PVV	51	s	WEJ61AW1_g
tat	98830	80	Niederasphe	"dE6t	ˈd ɛɐ t 	1	CVCC	PVVP	515	s	WEF50AW1_g
tat	121905	81	GroßMohrdorf	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG54AW1_g
tat	108461	82	Wasbüttel	"de:	ˈd eː 	1	CVC	PV:	51	s	WEF77AW1_g
tat	112823	83	Oiste	"d2:	ˈd øː 	1	CVC	PV:	51	s	WEG01AW1_g
tat	94232	84	Dexbach	"de:t	ˈd eː t 	1	CVCC	PV:P	515	s	WEF49AW1_g
tat	126340	85	Benzingerode/Wernigerode	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEG87AW1_g
tat	103217	86	Niederschelden	"tat	ˈt a t 	1	CVC	PVP	515	s	WEH34AW1_g
tat	114116	87	Osterbruch	"de:	ˈd eː 	1	CVC	PV:	51	s	WEF70AW1_g
tat	112854	88	Ohrdorf	"ta:t	ˈt aː t 	1	CVCC	PV:P	515	s	WEF76AW1_g
tat	110821	89	Hohwacht	"d2:	ˈd øː 	1	CVC	PV:	51	s	WE847AW1_g
tat	118165	90	Falkenthal	"de:	ˈd eː 	1	CVC	PV:	51	s	WEG73AW1_g
tat	122935	91	Pretzsch/Wittenberg	"da:t	ˈd aː t 	1	CVCC	PV:P	515	s	WEG90AW1_g
tat	98997	92	Röhrda	"dA:t	ˈd ɑː t 	1	CVCC	PV:P	515	s	WEF98AW1_g
tat	126108	93	Götz/Brandenburg	"daIt	ˈd aɪ t 	1	CVCC	PVVP	515	s	WEG99AW1_g
tat	114506	94	Dreeke	"dy:	ˈd yː 	1	CVC	PV:	51	s	WEG02AW1_g
tat	141434	95	Mockern/Altenburg	"de:t	ˈd eː t 	1	CVCC	PV:P	515	s	WEG83AW1_g
tat	116692	96	Grossenwiehe	"deI	ˈd eɪ 	1	CVC	PVV	51	s	WEF63AW1_g
tat	999	97	Standard	"ta:t	ˈtaːt	1	CVCC	PV:P	515	s	None
Tisch	96991	1	Bruch	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEE63AW1_g
Tisch	80214	2	Ramsau	"diS	ˈd i ʃ 	1	CVC	PVF	514	s	WEG33AW1_g
Tisch	81534	3	Weidenbach	"tIS	ˈt ɪ ʃ 	1	CVC	PVF	514	s	WED35AW1_g
Tisch	115632	4	Warpe	"dIC	ˈd ɪ ç 	1	CVC	PVF	514	s	WEJ68AW1_g
Tisch	115354	5	Kuhstedt	"tIS	ˈt ɪ ʃ 	1	CVC	PVF	514	s	WEF68AW1_g
Tisch	124194	6	Vietmannsdorf	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEG74AW1_g
Tisch	80028	7	Eichenhofen	"tI:S	ˈt ɪː ʃ 	1	CVCC	PV:F	514	s	WED50AW1_g
Tisch	98052	8	Herbornseelbach	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEE83AW1_g
Tisch	105310	9	Herssum	"tIsk	ˈt ɪ s k 	1	CVCC	PVFP	5145	s	WEG03AW1_g
Tisch	134449	10	Leuth	"d2:S	ˈd øː ʃ 	1	CVCC	PV:F	514	s	WEC86AW1_g
Tisch	118146	11	Mirow	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEG60AW1_g
Tisch	97362	12	Ensheim	"di:S	ˈd iː ʃ 	1	CVCC	PV:F	514	s	WED05AW1_g
Tisch	79153	13	Ulbering	"di:S	ˈd iː ʃ 	1	CVCC	PV:F	514	s	WED45AW1_g
Tisch	72938	14	Hartenstein	"tIS	ˈt ɪ ʃ 	1	CVC	PVF	514	s	WED52AW1_g
Tisch	104396	15	EngterHuxelort	"dIs.g@	ˈd ɪ s . ɡ ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEC81AW1_g
Tisch	535541	16	Lippramsdorf	"desk	ˈd e s k 	1	CVCC	PVFP	5145	s	WEC83AW1_g
Tisch	115080	17	Ahrbergen	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEF99AW1_g
Tisch	101119	18	Adorf	"des.k@	ˈd e s . k ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEC77AW1_g
Tisch	97691	19	Mörshausen	"tIS	ˈt ɪ ʃ 	1	CVC	PVF	514	s	WEG84AW1_g
Tisch	102505	20	Haddorf	"dES	ˈd ɛ ʃ 	1	CVC	PVF	514	s	WEG06AW1_g
Tisch	105112	21	Wangerooge	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEJ75AW1_g
Tisch	98155	22	Offdilln	"dYS	ˈd ʏ ʃ 	1	CVC	PVF	514	s	WED15AW1_g
Tisch	93295	23	Binswangen	"tIS	ˈt ɪ ʃ 	1	CVC	PVF	514	s	WED31AW1_g
Tisch	114506	24	Dreeke	"dIs	ˈd ɪ s 	1	CVC	PVF	514	s	WEG02AW1_g
Tisch	98052	25	Herbornseelbach	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEE81AW1_g
Tisch	120233	26	KirchKogel	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEG41AW1_g
Tisch	114116	27	Osterbruch	"tIC	ˈt ɪ ç 	1	CVC	PVF	514	s	WEF70AW1_g
Tisch	87273	28	Igling	"tI:S	ˈt ɪː ʃ 	1	CVCC	PV:F	514	s	WED29AW1_g
Tisch	89144	29	Maxweiler(Übergangsgebiet)	"diS	ˈd i ʃ 	1	CVC	PVF	514	s	WED33AW1_g
Tisch	141322	30	Wehrsdorf	"dI.Z@	ˈd ɪ . ʒ ə 	2	CV.CV	PV.FV	51.41	s.w	WEJ49AW1_g
Tisch	141434	31	Mockern/Altenburg	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEG83AW1_g
Tisch	73067	32	Gelting	"di:S	ˈd iː ʃ 	1	CVCC	PV:F	514	s	WED28AW1_g
Tisch	93455	33	Klafferstraß	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WED47AW1_g
Tisch	137105	34	Ebertshausen	"tiS	ˈt i ʃ 	1	CVC	PVF	514	s	WEH53AW1_g
Tisch	112685	35	Eversen	"tIS	ˈt ɪ ʃ 	1	CVC	PVF	514	s	WEF78AW1_g
Tisch	142132	36	Großwechsungen/Nordhausen	"ti.S@	ˈt i . ʃ ə 	2	CV.CV	PV.FV	51.41	s.w	WEG86AW1_g
Tisch	120820	37	Breddin	"dYS	ˈd ʏ ʃ 	1	CVC	PVF	514	s	WEG72AW1_g
Tisch	130378	38	Eschelbronn	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEC94AW1_g
Tisch	84354	39	Peterskirchen	"diS	ˈd i ʃ 	1	CVC	PVF	514	s	WEG31AW1_g
Tisch	127102	40	Atzendorf(Straßfurt)	"dIS	ˈd ɪ ʃ 	1	CVC	PVF	514	s	WEG88AW1_g
